Timestamp,Age,Gender,City,Position,Years of experience,Level,Salary (EUR),Employment status,Сontract duration,Main language at work,Company size,Company type,Lost job due to the coronavirus outbreak,Age category,Years of experience category,Salary (EUR) category
25/11/2020 16:26:38,38.0,Male,Munich,Software Engineer,15.0,Senior,70000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 16:39:24,35.0,Male,Berlin,Software Engineer,10.0,Senior,78000.0,Full-time employee,Unlimited contract,German,up to 10,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 16:42:43,36.0,Female,Berlin,Data Scientist,5.0,Senior,75000.0,Part-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 16:50:22,49.0,Male,Munich,Software Engineer,27.0,Senior,57000.0,Full-time employee,Unlimited contract,German,100-1000,Consulting / Agency,No,"[40,50)","[20,30)","[50000,100000)"
25/11/2020 17:00:00,32.0,Male,Berlin,Software Engineer,10.0,Lead,120000.0,Self-employed (freelancer),Temporary contract,Other,1000+,Other,Yes,"[30,40)","[10,20)","[100000,150000)"
25/11/2020 17:02:13,32.0,Female,Berlin,Software Engineer,6.0,Lead,75000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 17:06:04,27.0,Female,Berlin,Data Analyst ,1.0,Middle,63000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
25/11/2020 17:08:54,31.0,Male,Frankfurt,Data Scientist,6.0,Senior,60000.0,Full-time employee,Unlimited contract,English,50-100,Consulting / Agency,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 17:09:19,31.0,Male,Paris,Mobile Developer,8.0,Senior,60000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 17:11:50,28.0,Male,Cologne,Backend Developer,4.0,Middle,44000.0,Full-time employee,Unlimited contract,German,100-1000,Product,No,"[20,30)",<5,"[20000,50000)"
25/11/2020 17:13:52,28.0,Female,Berlin,Frontend Developer,3.0,Middle,54500.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)",<5,"[50000,100000)"
25/11/2020 17:20:37,27.0,Male,Berlin,Software Engineer,2.0,Lead,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
25/11/2020 17:20:50,29.0,Male,Berlin,Frontend Developer,8.0,Head,82500.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 17:45:05,32.0,Female,Munich,Data Engineer,10.0,Middle,75000.0,Full-time employee,Unlimited contract,English,10-50,Startup,Yes,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 17:45:21,28.0,Male,Berlin,QA Engineer,5.0,Middle,60000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 17:46:23,34.0,Female,Berlin,Unknown,13.0,Head,108000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[100000,150000)"
25/11/2020 17:48:02,38.0,Male,Dublin ,Mobile Developer,16.0,Senior,85000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 17:48:12,29.0,Male,Berlin,Data Engineer,3.0,Middle,54000.0,Full-time employee,Unlimited contract,German,1000+,Other,No,"[20,30)",<5,"[50000,100000)"
25/11/2020 17:49:56,30.0,Male,Stockholm,Backend Developer,7.0,Senior,65000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 17:58:39,33.0,Female,Berlin,Designer (UI/UX),6.0,Middle,42000.0,Full-time employee,Unlimited contract,English,50-100,Product,Yes,"[30,40)","[5,10)","[20000,50000)"
25/11/2020 18:00:44,30.0,Male,Paderborn,Data Scientist,6.0,Junior,51000.0,Full-time employee,Unlimited contract,German,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 18:02:06,31.0,Male,Berlin,Product Manager,5.0,Lead,76000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 18:04:21,37.0,Male,Berlin,Mobile Developer,16.0,Senior,65000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 18:12:52,32.0,Male,Amsterdam,Mobile Developer,13.0,Senior,85000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 18:15:28,32.0,Female,Munich,QA Engineer,9.0,Middle,60000.0,Full-time employee,Unlimited contract,German,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 18:19:22,40.0,Male,Berlin,Product Manager,13.0,Head,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[40,50)","[10,20)","[50000,100000)"
25/11/2020 18:19:58,30.0,Male,Berlin,Software Engineer,7.0,Senior,86000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 18:24:15,30.0,Male,Berlin,Software Engineer,8.0,Senior,60000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 18:28:01,32.0,Male,Berlin,QA Engineer,10.0,Senior,81000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 18:28:01,32.0,Male,Cologne,DevOps,7.0,Middle,60000.0,Full-time employee,Unlimited contract,English,100-1000,Product,Yes,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 18:31:48,34.0,Male,Munich,Software Engineer,12.0,Senior,74000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 18:45:41,43.0,Male,Cologne,Backend Developer,10.0,Senior,57600.0,Full-time employee,Unlimited contract,German,100-1000,Product,No,"[40,50)","[10,20)","[50000,100000)"
25/11/2020 18:49:08,33.0,Male,Munich,Software Engineer,13.0,Senior,70000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 18:51:20,28.0,Female,Munich,QA Engineer,8.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 18:51:36,33.0,Male,Hamburg,Software Engineer,11.0,Senior,65000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 18:53:10,33.0,Male,Munich,Software Engineer,11.0,Lead,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 18:56:02,51.0,Male,Berlin,Software Engineer,30.0,Senior,60000.0,Full-time employee,Unlimited contract,German,1000+,Consulting / Agency,No,"[50,60)",>=30,"[50000,100000)"
25/11/2020 18:57:32,35.0,Male,Berlin,Software Engineer,8.0,Senior,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 18:58:56,35.0,Male,Berlin,Software Engineer,1.0,Junior,30000.0,Full-time employee,Unlimited contract,German,up to 10,Product,No,"[30,40)",<5,"[20000,50000)"
25/11/2020 18:59:36,33.0,Male,Berlin,ML Engineer,10.0,Senior,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,Unknown,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 19:02:12,28.0,Male,Munich,Software Engineer,6.0,Middle,64000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 19:02:20,21.0,Female,Cologne,Mobile Developer,2.0,Middle,50000.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[20,30)",<5,"[50000,100000)"
25/11/2020 19:02:43,25.0,Male,Berlin,Mobile Developer,2.0,Middle,44000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)",<5,"[20000,50000)"
25/11/2020 19:06:21,25.0,Female,Hamburg,working student (QA),1.0,Other,12000.0,Part-time employee,Temporary contract,English,1000+,Product,No,"[20,30)",<5,<20000
25/11/2020 19:10:04,32.0,Male,Berlin,Backend Developer,10.0,Lead,80000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 19:15:16,32.0,Male,Berlin,Software Engineer,9.0,Lead,73000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 19:31:47,26.0,Male,Berlin,Architect ,9.0,Head,120000.0,Full-time employee,Unlimited contract,English,1000+,Product,Yes,"[20,30)","[5,10)","[100000,150000)"
25/11/2020 19:33:52,25.0,Male,Berlin,Software Engineer,6.0,Senior,71750.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 19:38:20,27.0,Female,Berlin,Backend Developer,5.0,Middle,65000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 19:44:29,28.0,Male,Frankfurt,Frontend Developer,7.0,Senior,80000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 19:44:59,32.0,Female,Munich,QA Engineer,8.0,Senior,60000.0,Full-time employee,Unlimited contract,English,100-1000,Consulting / Agency,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 19:54:39,28.0,Male,Karlsruhe,Backend Developer,7.0,Senior,66000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 19:57:23,34.0,Male,Berlin,Frontend Developer,13.0,Lead,85000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 20:01:27,35.0,Male,Konstanz,Data Scientist,10.0,Middle,65000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 20:13:33,38.0,Male,Berlin,Head of Engineering,20.0,Head,130000.0,Full-time employee,Unlimited contract,English,1000+,Other,Yes,"[30,40)","[20,30)","[100000,150000)"
25/11/2020 20:15:31,33.0,Male,Berlin,Backend Developer,9.0,Senior,81900.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 20:31:41,36.0,Male,Berlin,Product Manager,10.0,Senior,85000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 20:34:33,31.0,Female,Ulm,QA Engineer,8.0,Middle,45000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[20000,50000)"
25/11/2020 20:41:13,43.0,Male,Stuttgart,SAP Consultant,20.0,Senior,82000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[40,50)","[20,30)","[50000,100000)"
25/11/2020 20:42:52,38.0,Male,Berlin,Data Scientist,15.0,Head,100000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[10,20)","[100000,150000)"
25/11/2020 20:47:48,35.0,Male,Munich,DevOps,17.0,Lead,72000.0,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 20:52:29,33.0,Male,Düsseldorf ,Product Manager,6.0,Senior,70000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 20:52:36,33.0,Male,Düsseldorf ,Product Manager,6.0,Senior,70000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 20:52:51,32.0,Male,Berlin,DevOps,10.0,Middle,62000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 21:05:06,43.0,Male,Berlin,DevOps,21.0,Lead,83000.0,Full-time employee,Unlimited contract,German,50-100,Startup,No,"[40,50)","[20,30)","[50000,100000)"
25/11/2020 21:10:17,37.0,Male,Stuttgart ,Backend Developer,,Senior,70000.0,Full-time employee,Unlimited contract,Unknown,Unknown,Unknown,No,"[30,40)",Unknown,"[50000,100000)"
25/11/2020 21:19:54,37.0,Male,Berlin,Mobile Developer,17.0,Senior,77000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 21:20:37,30.0,Male,Stuttgart,Software Engineer,8.0,Middle,71000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 21:48:49,29.0,Male,Berlin,Mobile Developer,5.0,Senior,65000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 22:05:13,41.0,Male,Berlin,Software Engineer,18.0,Senior,120000.0,Self-employed (freelancer),Unknown,English,up to 10,Startup,No,"[40,50)","[10,20)","[100000,150000)"
25/11/2020 22:11:45,38.0,Male,Stuttgart ,Backend Developer,4.0,Middle,43000.0,Full-time employee,Unlimited contract,English,up to 10,Consulting / Agency,No,"[30,40)",<5,"[20000,50000)"
25/11/2020 22:18:59,,Male,Frankfurt,Software Engineer,18.0,Senior,81000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,Unknown,"[10,20)","[50000,100000)"
25/11/2020 22:40:29,29.0,Male,Düsseldorf,Frontend Developer,6.0,Middle,55000.0,Full-time employee,Unlimited contract,German,10-50,Product,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 23:01:28,35.0,Male,Berlin,QA Engineer,12.0,Senior,63000.0,Full-time employee,Unlimited contract,English,100-1000,Product,Yes,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 23:03:43,41.0,Male,Munich,Software Engineer,19.0,Senior,75000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[40,50)","[10,20)","[50000,100000)"
25/11/2020 23:04:36,29.0,Male,Barcelona,Data Scientist,1.0,Junior,22000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)",<5,"[20000,50000)"
25/11/2020 23:08:40,26.0,Female,Dusseldorf,BI Consultant SAP/ Data Engineer,5.0,Middle,65000.0,Full-time employee,Unlimited contract,German,up to 10,Startup,No,"[20,30)","[5,10)","[50000,100000)"
25/11/2020 23:20:02,32.0,Male,Paris,DevOps,12.0,Senior,62000.0,Full-time employee,Unknown,English,1000+,Unknown,Unknown,"[30,40)","[10,20)","[50000,100000)"
25/11/2020 23:30:07,30.0,Male,Berlin,Data Engineer,6.0,Middle,65000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
25/11/2020 23:32:29,26.0,Male,London,DevOps,3.0,Middle,37000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[20,30)",<5,"[20000,50000)"
25/11/2020 23:42:47,35.0,Female,Munich,Backend Developer,4.0,Middle,51000.0,Full-time employee,Unlimited contract,German,100-1000,Other,No,"[30,40)",<5,"[50000,100000)"
25/11/2020 23:51:01,47.0,Male,Bölingen,Software Engineer,25.0,Other,70000.0,Full-time employee,Unlimited contract,German,10-50,Consulting / Agency,No,"[40,50)","[20,30)","[50000,100000)"
25/11/2020 23:57:50,33.0,Male,Berlin,Backend Developer,10.0,Head,93000.0,Full-time employee,Unknown,English,100-1000,Startup,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 00:00:46,44.0,Male,Kyiv,Business Analyst,15.0,Head,60000.0,Self-employed (freelancer),Unlimited contract,English,100-1000,Consulting / Agency,No,"[40,50)","[10,20)","[50000,100000)"
26/11/2020 00:06:33,40.0,Unknown,Berlin,Backend Developer,13.0,Senior,72000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[40,50)","[10,20)","[50000,100000)"
26/11/2020 00:16:00,32.0,Male,Berlin,Frontend Developer,13.0,Senior,70000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 04:00:49,33.0,Male,Dusseldorf,Data Scientist,2.0,Lead,70000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)",<5,"[50000,100000)"
26/11/2020 04:00:56,32.0,Male,Munich,Frontend Developer,8.0,Senior,65000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 04:18:01,26.0,Male,Berlin,Data Engineer,4.0,Middle,51000.0,Full-time employee,Unlimited contract,English,10-50,Consulting / Agency,No,"[20,30)",<5,"[50000,100000)"
26/11/2020 04:26:30,,Male,Berlin,DevOps,10.0,Senior,90000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,Unknown,"[10,20)","[50000,100000)"
26/11/2020 05:53:19,22.0,Unknown,Cologne,QA Engineer,1.0,Head,159000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[20,30)",<5,"[150000,200000)"
26/11/2020 06:01:22,43.0,Male,Berlin,Engineering Manager,20.0,Lead,105000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[40,50)","[20,30)","[100000,150000)"
26/11/2020 07:06:11,33.0,Male,Munich,Software Engineer,11.0,Senior,80000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 07:14:19,35.0,Female,Frankfurt,Software Engineer,1.0,Junior,50000.0,Full-time employee,Unlimited contract,German,50-100,Consulting / Agency,No,"[30,40)",<5,"[50000,100000)"
26/11/2020 08:04:52,28.0,Male,Munich,Frontend Developer,5.0,Middle,72000.0,Full-time employee,Unlimited contract,German,10-50,Product,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 08:35:29,36.0,Male,Munich,DevOps,16.0,Senior,105000.0,Full-time employee,Unlimited contract,English,1000+,Product,Yes,"[30,40)","[10,20)","[100000,150000)"
26/11/2020 08:37:49,27.0,Male,Munich,Data Engineer,2.0,Junior,49000.0,Full-time employee,Unlimited contract,German,10-50,Consulting / Agency,No,"[20,30)",<5,"[20000,50000)"
26/11/2020 08:39:28,36.0,Male,Berlin,Backend Developer,4.0,Middle,55000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)",<5,"[50000,100000)"
26/11/2020 08:40:22,38.0,Male,Berlin,Backend Developer,5.0,Middle,66000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 08:40:41,28.0,Male,Berlin,Mobile Developer,6.0,Middle,85000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 08:41:29,25.0,Male,Berlin,Mobile Developer,8.0,Senior,85000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 08:42:09,30.0,Male,Berlin,Frontend Developer,6.0,Senior,79000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 08:46:32,42.0,Female,Berlin,QA Engineer,10.0,Middle,42000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[40,50)","[10,20)","[20000,50000)"
26/11/2020 09:02:41,30.0,Male,Berlin,Backend Developer,8.0,Middle,74000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 09:09:03,28.0,Male,Berlin,Backend Developer,8.0,Lead,67000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 09:13:05,32.0,Female,Berlin,DevOps,9.0,Middle,74000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 09:20:23,29.0,Male,Berlin,Frontend Developer,3.0,Middle,48000.0,Full-time employee,Unlimited contract,English,50-100,Consulting / Agency,No,"[20,30)",<5,"[20000,50000)"
26/11/2020 09:26:37,30.0,Female,Karlsruhe,Product Manager,8.0,Middle,57760.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 09:38:35,35.0,Male,Berlin,Software Engineer,13.0,Lead,103000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[10,20)","[100000,150000)"
26/11/2020 09:40:54,33.0,Male,Berlin,Frontend Developer,10.0,Senior,74000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 09:49:16,34.0,Male,Berlin,Backend Developer,13.0,Senior,70000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 09:50:38,25.0,Male,Berlin,Backend Developer,6.0,Senior,86000.0,Full-time employee,Unlimited contract,English,100-1000,Startup,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 09:51:53,42.0,Female,Berlin,QA Engineer,5.0,Middle,46000.0,Full-time employee,Unlimited contract,English,50-100,Product,No,"[40,50)","[5,10)","[20000,50000)"
26/11/2020 10:07:39,25.0,Female,Tampere (Finland),computer vision researcher,3.0,Junior,23000.0,Full-time employee,Temporary contract,English,50-100,Other,No,"[20,30)",<5,"[20000,50000)"
26/11/2020 10:11:01,40.0,Male,Berlin,Backend Developer,14.0,Lead,135000.0,Self-employed (freelancer),Temporary contract,English,100-1000,Product,No,"[40,50)","[10,20)","[100000,150000)"
26/11/2020 10:14:19,33.0,Male,Heidelberg,Software Engineer,11.0,Senior,80000.0,Full-time employee,Temporary contract,English,100-1000,Other,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 10:31:07,39.0,Male,Cologne,Teamlead,12.0,Head,75000.0,Full-time employee,Unlimited contract,German,up to 10,Startup,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 10:31:59,24.0,Male,Berlin,Software Engineer,2.0,Junior,50000.0,Full-time employee,Unlimited contract,German,1000+,Product,No,"[20,30)",<5,"[50000,100000)"
26/11/2020 10:40:41,24.0,Female,Prague,Software Engineer,3.0,Middle,29000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)",<5,"[20000,50000)"
26/11/2020 10:53:48,39.0,Male,Berlin,Engineering Manager,15.0,Lead,78000.0,Full-time employee,Unlimited contract,German,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 10:59:10,33.0,Male,Amsterdam,Backend Developer,8.0,Senior,75000.0,Full-time employee,Temporary contract,English,10-50,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 11:10:50,26.0,Male,Berlin,Backend Developer,2.5,Middle,60000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[20,30)",<5,"[50000,100000)"
26/11/2020 11:13:18,29.0,Male,Berlin,Software Engineer,6.0,Middle,70000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 11:33:16,29.0,Female,Berlin,Software Engineer,5.0,Middle,55000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 11:45:08,32.0,Male,Prague,Software Engineer,8.0,Senior,36000.0,Full-time employee,Unlimited contract,Other,1000+,Product,No,"[30,40)","[5,10)","[20000,50000)"
26/11/2020 11:46:05,34.0,Male,Hannover,Hardware Engineer,12.0,Senior,56000.0,Full-time employee,Unlimited contract,English,up to 10,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 11:49:59,30.0,Male,Berlin,Backend Developer,9.0,Head,85000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 11:50:35,31.0,Male,Berlin,ML Engineer,7.0,Middle,80000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 12:20:03,33.0,Male,Berlin,Mobile Developer,8.0,Senior,75000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 12:21:47,31.0,Female,Berlin,Software Engineer,1.0,Junior,57000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[30,40)",<5,"[50000,100000)"
26/11/2020 12:47:20,36.0,Male,Frankfurt,Software Engineer,16.0,Middle,65000.0,Full-time employee,Unlimited contract,German,50-100,Consulting / Agency,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 13:35:07,30.0,Male,Berlin,DevOps,7.0,Middle,80000.0,Full-time employee,Unlimited contract,English,1000+,Startup,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 14:10:57,30.0,Male,Berlin,Mobile Developer,8.0,Senior,60000.0,Self-employed (freelancer),Temporary contract,English,up to 10,Consulting / Agency,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 14:37:05,27.0,Male,Bucharest,QA Engineer,1.0,Junior,11000.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"[20,30)",<5,<20000
26/11/2020 14:48:23,39.0,Male,Berlin,Software Engineer,19.0,Senior,87000.0,Full-time employee,Unlimited contract,English,10-50,Startup,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 14:53:30,30.0,Male,Munich,Software Engineer,10.0,Senior,79000.0,Full-time employee,Unlimited contract,English,10-50,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 15:14:31,32.0,Male,Berlin,Software Engineer,11.0,Senior,100000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[100000,150000)"
26/11/2020 15:29:49,35.0,Male,Berlin,Backend Developer,12.0,Senior,54000.0,Full-time employee,Unlimited contract,English,100-1000,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 15:31:02,34.0,Male,Berlin,Data Scientist,6.0,Senior,80000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 15:37:45,26.0,Male,Berlin,Data Scientist,4.0,Middle,60000.0,Full-time employee,Unlimited contract,English,1000+,Other,No,"[20,30)",<5,"[50000,100000)"
26/11/2020 16:20:53,29.0,Male,Helsinki,Mobile Developer,7.0,Senior,64000.0,Full-time employee,Unlimited contract,English,50-100,Consulting / Agency,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 17:24:39,31.0,Male,Berlin,Software Engineer,12.0,Senior,60000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 17:25:10,30.0,Male,Berlin,Backend Developer,8.0,Senior,73000.0,Full-time employee,Unlimited contract,English,50-100,Startup,No,"[30,40)","[5,10)","[50000,100000)"
26/11/2020 17:27:56,33.0,Male,Berlin,Software Engineer,10.0,Senior,80000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[10,20)","[50000,100000)"
26/11/2020 17:45:29,28.0,Male,Berlin,Data Engineer,6.0,Middle,83000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[20,30)","[5,10)","[50000,100000)"
26/11/2020 18:08:57,33.0,Male,Prague,Designer (UI/UX),7.0,Senior,42000.0,Full-time employee,Unlimited contract,English,1000+,Product,No,"[30,40)","[5,10)","[20000,50000)"
26/11/2020 18:57:33,35.0,Male,Düsseldorf,Data Scientist,3.0,Middle,68000.0,Full-time employee,Unlimited contract,English,50-100,Other,No,"[30,40)",<5,"[50000,100000)"
