Timestamp,Age,Gender,City,Level,Position,Years of experience,Main technology or programming language,Salary (EUR),Main language at work,Company size,Company type,Сontract duration,Age category,Years of experience category,Salary (EUR) category
03/12/2019 11:32:19,30.0,Male,Berlin,Senior,Backend Developer,8,Scala,86000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 11:37:15,34.0,Male,Berlin,Senior,Embedded Developer,12,C/C++,60000.0,English,100-1000,Startup,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 11:39:33,29.0,Male,Dusseldorf,Senior,Backend Developer,8,Java,70000.0,English,1000+,Unknown,Unknown,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 11:47:33,41.0,Male,Munich,Junior,Backend Developer,0,Java,55000.0,English,1000+,Product,Unlimited contract,"[40,50)",<5,"[50000,100000)"
03/12/2019 11:53:44,33.0,Male,Karlsruhe,Senior,QA,7,Java,67000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 12:02:42,31.0,Male,Frankfurt,Senior,Data Scientist,7,Python,85000.0,English,1000+,Unknown,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 12:03:11,25.0,Male,Kyiv,Senior,DevOps,4,Go,60000.0,Other,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 12:24:16,27.0,Female,Berlin,Middle,Data Scientist,3,Python,67000.0,English,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 12:33:17,29.0,Male,Kyiv,Senior,DevOps,8,AWS,65000.0,Other,50-100,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 12:35:38,27.0,Male,Berlin,Senior,Researcher,5,Python,100000.0,English,100-1000,Startup,Unlimited contract,"[20,30)","[5,10)","[100000,150000)"
03/12/2019 12:41:36,36.0,Male,Berlin,Middle,Data Scientist,18,Python,56000.0,English,100-1000,Product,Temporary contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 12:43:36,28.0,Male,Munich,Middle,Business Analyst,7,Javascript / Typescript,62500.0,English,1000+,Product,Temporary contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 12:52:51,33.0,Male,Berlin,Middle,Backend Developer,10,Kotlin,76000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 13:11:56,34.0,Male,Freiburg,Middle,Backend Developer,2,Java,42000.0,English,100-1000,Consulting / Agency,Unlimited contract,"[30,40)",<5,"[20000,50000)"
03/12/2019 13:16:20,36.0,Male,Berlin,Senior,Manager,15,Not Relevant,77000.0,English,100-1000,Product,Temporary contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 13:44:56,23.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,65000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 13:45:17,35.0,Male,Berlin,Senior,Backend Developer,17,PHP,60000.0,Other,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 13:51:10,27.0,Male,Munich,Middle,Data Engineer,1,Python,58000.0,English,10-50,Startup,Temporary contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 14:00:58,30.0,Male,Munich,Senior,Mobile Developer,9,Kotlin,72000.0,Other,10-50,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 14:03:42,37.0,Male,Amsterdam,Senior,QA,14,AWS,75000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 15:50:04,,Male,Berlin,Senior,Machine Learning Engineer,10,Python,108000.0,English,100-1000,Product,Unlimited contract,Unknown,"[10,20)","[100000,150000)"
03/12/2019 15:50:19,41.0,Male,Munich,Senior,Backend Developer,20,Java,78000.0,English,100-1000,Product,Unlimited contract,"[40,50)","[20,30)","[50000,100000)"
03/12/2019 15:56:07,32.0,Male,Vienna,Lead,Software Architect,12,.NET,80000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 15:56:31,34.0,Male,Berlin,Senior,Backend Developer,13,Python,70000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 15:59:33,,Male,Munich,Senior,Software Architect,10,Java,120000.0,Unknown,1000+,Product,Unknown,Unknown,"[10,20)","[100000,150000)"
03/12/2019 16:08:49,45.0,Male,Berlin,Middle,Data Engineer,14,Java,34446.0,English,50-100,Product,Unlimited contract,"[40,50)","[10,20)","[20000,50000)"
03/12/2019 16:16:58,,Male,Frankfurt,Senior,Backend Developer,8,Java,108000.0,Unknown,100-1000,Unknown,Unlimited contract,Unknown,"[5,10)","[100000,150000)"
03/12/2019 16:21:59,,Male,Munich,Lead,Data Scientist,8,Python,130000.0,Unknown,1000+,Product,Unknown,Unknown,"[5,10)","[100000,150000)"
03/12/2019 16:24:03,,Male,Stuttgart,Senior,Fullstack Developer,6,Python,90000.0,Unknown,Unknown,Unknown,Unknown,Unknown,"[5,10)","[50000,100000)"
03/12/2019 16:25:30,,Female,Berlin,Senior,Data Scientist,7,Python,65000.0,English,50-100,Startup,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
03/12/2019 16:30:01,,Male,Munich,Senior,Frontend Developer,4,Javascript / Typescript,70000.0,English,10-50,Product,Unlimited contract,Unknown,<5,"[50000,100000)"
03/12/2019 16:33:31,36.0,Male,Kyiv,Middle,DevOps,3,AWS,38400.0,Other,1000+,Other,Unlimited contract,"[30,40)",<5,"[20000,50000)"
03/12/2019 16:39:36,,Male,Berlin,Senior,Data Scientist,6,Python,96000.0,Unknown,Unknown,Product,Unknown,Unknown,"[5,10)","[50000,100000)"
03/12/2019 16:40:55,35.0,Male,Frankfurt,Senior,Product Manager,13,Not Relevant,60000.0,German,10-50,Startup,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 16:50:33,32.0,Female,Munich,Senior,Backend Developer,8,Java,62000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 16:58:06,29.0,Male,Munich,Middle,Frontend Developer,8,Javascript / Typescript,65000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 16:59:00,,Female,Munich,Unknown,SAP Consultant,10,SAP / ABAP,80200.0,German,100-1000,Unknown,Unknown,Unknown,"[10,20)","[50000,100000)"
03/12/2019 16:59:30,33.0,Male,Munich,Lead,Backend Developer,11,Java,90000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 17:10:00,33.0,Male,Kyiv,Middle,System Administrator,15,Not Relevant,36000.0,Other,10-50,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[20000,50000)"
03/12/2019 17:23:56,39.0,Male,Munich,Senior,Fullstack Developer,15,PHP,75700.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 17:33:27,25.0,Female,Cologne,Junior,IT Security,2,Not Relevant,46000.0,German,1000+,Unknown,Unlimited contract,"[20,30)",<5,"[20000,50000)"
03/12/2019 18:05:49,33.0,Female,Berlin,Middle,QA,5,Ruby,63400.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 18:31:52,35.0,Male,Munich,Senior,Backend Developer,16,Java,70000.0,Other,10-50,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 18:33:44,34.0,Male,Berlin,Senior,Backend Developer,9,.NET,70000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 18:37:06,31.0,Female,Frankfurt,Senior,Backend Developer,7,Java,68000.0,English,10-50,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 19:02:46,,Male,Amsterdam,Senior,Machine Learning Engineer,11,Python,106000.0,English,1000+,Startup,Unlimited contract,Unknown,"[10,20)","[100000,150000)"
03/12/2019 19:12:30,34.0,Male,Pforzheim,Senior,Backend Developer,13,Java,75000.0,German,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 19:20:52,32.0,Male,Munich,Senior,Software Architect,8,Java,100000.0,German,10-50,Product,Unlimited contract,"[30,40)","[5,10)","[100000,150000)"
03/12/2019 19:29:16,33.0,Male,Munich,Senior,Backend Developer,11,AWS,90000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 19:32:43,44.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,65000.0,English,10-50,Product,Unlimited contract,"[40,50)","[5,10)","[50000,100000)"
03/12/2019 19:48:01,26.0,Male,Nuremberg,Junior,DevOps,0,Not Relevant,55000.0,German,Unknown,Unknown,Unlimited contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 20:32:32,30.0,Male,Berlin,Senior,Data Scientist,8,Python,90000.0,English,50-100,Startup,Temporary contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 20:49:10,37.0,Male,Stuttgart,Senior,Software Architect,11,Not Relevant,105000.0,German,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
03/12/2019 21:08:26,24.0,Female,Frankfurt,Junior,Fullstack Developer,1,Java,52000.0,German,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
03/12/2019 21:30:05,27.0,Male,Berlin,Senior,Manager,6,Python,58000.0,English,100-1000,Startup,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 21:44:48,30.0,Male,Kassel ,Middle,Frontend Developer,4,Javascript / Typescript,55000.0,German,1000+,Product,Unlimited contract,"[30,40)",<5,"[50000,100000)"
03/12/2019 21:46:29,36.0,Male,Munich,Senior,DevOps,15,AWS,85000.0,English,100-1000,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 21:48:43,31.0,Female,Munich,Senior,Mobile Developer,8,Swift,75000.0,English,100-1000,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
03/12/2019 21:51:50,33.0,Male,Munich,Senior,Embedded Developer,4,C/C++,60000.0,German,100-1000,Consulting / Agency,Unlimited contract,"[30,40)",<5,"[50000,100000)"
03/12/2019 21:57:03,,Female,Munich,Middle,Data Engineer,7,SQL,52000.0,English,1000+,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
03/12/2019 22:13:11,,Male,Munich,Senior,Software Architect,12,Java,85000.0,English,100-1000,Product,Unlimited contract,Unknown,"[10,20)","[50000,100000)"
03/12/2019 22:32:24,43.0,Male,Berlin,Middle,Backend Developer,20,Ruby,70000.0,English,1000+,Product,Unlimited contract,"[40,50)","[20,30)","[50000,100000)"
03/12/2019 22:34:45,40.0,Male,Frankfurt,Senior,Manager,18,Not Relevant,88000.0,English,1000+,Other,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
03/12/2019 22:48:58,35.0,Male,Munich,Senior,DevOps,15,Java,73000.0,German,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 23:25:18,36.0,Male,Munich,Senior,Mobile Developer,20,Swift,150000.0,German,up to 10,Other,Unlimited contract,"[30,40)","[20,30)","[150000,200000)"
03/12/2019 23:25:30,28.0,Male,Munich,Senior,Backend Developer,7,Java,74000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
03/12/2019 23:49:50,31.0,Male,Munich,Senior,Backend Developer,10,Java,78000.0,English,100-1000,Startup,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
03/12/2019 23:51:17,30.0,Male,Munich,Head,DevOps,10,AWS,77000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 00:02:01,,Male,Munich,Senior,Data Scientist,12,Python,125000.0,German,100-1000,Product,Unlimited contract,Unknown,"[10,20)","[100000,150000)"
04/12/2019 00:04:40,,Male,Berlin,Head,"CTO (CEO, CFO)",14,C/C++,32000.0,English,10-50,Startup,Unlimited contract,Unknown,"[10,20)","[20000,50000)"
04/12/2019 00:07:30,35.0,Female,Madrid,Middle,Sales Engineer,12,Not Relevant,46000.0,Other,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[20000,50000)"
04/12/2019 00:11:03,28.0,Male,Berlin,Senior,Backend Developer,6,Ruby,52000.0,English,100-1000,Startup,Temporary contract,"[20,30)","[5,10)","[50000,100000)"
04/12/2019 00:13:56,,Male,Berlin,Senior,Data Scientist,6,Python,87000.0,English,50-100,Startup,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
04/12/2019 00:57:53,26.0,Male,Frankfurt,Middle,Manager,5,Not Relevant,65000.0,English,1000+,Unknown,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
04/12/2019 01:15:09,25.0,Male,Berlin,Middle,DevOps,3,Not Relevant,55000.0,English,100-1000,Startup,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 01:19:30,27.0,Female,Munich,Senior,QA,7,Java,69000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
04/12/2019 04:01:31,32.0,Male,Vienna,Middle,Data Scientist,2,R,70000.0,English,100-1000,Product,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 06:31:15,24.0,Male,Stuttgart,Junior,DevOps,2,.NET,44000.0,German,1000+,Product,Unlimited contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 06:55:16,,Female,Marburg,Junior,Fullstack Developer,0,Java,23500.0,German,10-50,Product,Temporary contract,Unknown,<5,"[20000,50000)"
04/12/2019 06:58:37,37.0,Male,Munich,Senior,Backend Developer,17,Java,76500.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 07:51:52,27.0,Male,Berlin,Middle,DevOps,6,AWS,66000.0,English,1000+,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
04/12/2019 09:11:59,31.0,Female,Berlin,Junior,Machine Learning Engineer,1,Python,52500.0,German,100-1000,Consulting / Agency,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 09:47:32,29.0,Female,Munich,Middle,Machine Learning Engineer,2,Python,57000.0,English,up to 10,Startup,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 10:09:47,37.0,Male,Berlin,Senior,Backend Developer,12,Not Relevant,70000.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 10:53:13,34.0,Male,Berlin,Senior,QA,8,Java,59000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 10:55:05,,Male,Munich,Senior,Frontend Developer,20,Javascript / Typescript,63000.0,English,100-1000,Product,Unlimited contract,Unknown,"[20,30)","[50000,100000)"
04/12/2019 11:00:22,,Male,Amsterdam,Senior,Data Scientist,8,Python,98000.0,English,1000+,Unknown,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
04/12/2019 11:25:41,,Male,Berlin,Senior,Backend Developer,8,Java,73000.0,English,100-1000,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
04/12/2019 11:31:03,28.0,Female,Frankfurt,Junior,Mainframe,1,PHP,36000.0,German,10-50,Startup,Unlimited contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 11:44:46,25.0,Male,Karlsruhe,Middle,Machine Learning Engineer,4,Kotlin,52200.0,German,10-50,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 11:57:27,,Male,Berlin,Lead,Backend Developer,7,Java,110000.0,English,1000+,Product,Unlimited contract,Unknown,"[5,10)","[100000,150000)"
04/12/2019 11:58:34,,Female,Hamburg,Middle,Frontend Developer,3,Javascript / Typescript,58000.0,German,100-1000,Product,Unlimited contract,Unknown,<5,"[50000,100000)"
04/12/2019 12:06:12,,Male,Berlin,Senior,Data Scientist,7,R,98000.0,English,50-100,Startup,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
04/12/2019 12:19:20,31.0,Male,Munich,Senior,SAP Consultant,8,Not Relevant,130000.0,English,1000+,Product,Unlimited contract,"[30,40)","[5,10)","[100000,150000)"
04/12/2019 12:22:59,27.0,Male,Munich,Junior,Software Architect,3,Not Relevant,50000.0,English,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 13:11:39,28.0,Male,Munich,Senior,Frontend Developer,5,Javascript / Typescript,57000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
04/12/2019 13:12:49,32.0,Male,Frankfurt,Middle,Data Scientist,3,Python,73500.0,German,1000+,Product,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 13:36:18,28.0,Female,London,Middle,Business Analyst,3,SQL,48000.0,English,10-50,Product,Unlimited contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 13:47:38,29.0,Male,Berlin,Middle,Data Scientist,4,Python,68000.0,English,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 13:47:57,37.0,Male,Berlin,Middle,QA,6,Java,65000.0,English,50-100,Product,Temporary contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 13:52:07,34.0,Male,Munich,Senior,Manager,12,Not Relevant,96000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 13:53:20,29.0,Male,Munich,Junior,Data Scientist,2,Python,55000.0,German,10-50,Startup,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 13:57:23,30.0,Male,Hamburg,Senior,Data Engineer,3,Python,57000.0,English,100-1000,Product,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 13:58:52,24.0,Male,Amsterdam,Senior,Machine Learning Engineer,3,Python,75000.0,English,10-50,Startup,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 14:08:28,26.0,Male,Moscow,Middle,Data Scientist,3,R,46000.0,English,1000+,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 14:13:07,28.0,Male,Hamburg,Middle,Machine Learning Engineer,4,Python,65000.0,English,100-1000,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 14:17:52,25.0,Male,Munich,Junior,Data Scientist,1,Python,48000.0,English,100-1000,Product,Unlimited contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 14:23:07,39.0,Male,Munich,Senior,Data Scientist,13,Python,135000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
04/12/2019 14:25:55,35.0,Male,Frankfurt,Senior,Software Architect,12,AWS,70000.0,German,1000+,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 14:26:50,36.0,Male,Berlin,Middle,Data Scientist,4,Python,58000.0,German,10-50,Consulting / Agency,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 14:30:56,35.0,Male,Munich,Senior,Network Engineer,12,Not Relevant,75000.0,German,up to 10,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 14:38:15,30.0,Female,London,Junior,Data Engineer,3,Azure,55000.0,English,1000+,Product,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 14:44:01,39.0,Male,Warsaw,Senior,Researcher,15,SAS,22000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[20000,50000)"
04/12/2019 14:45:01,31.0,Male,Berlin,Senior,Manager,10,Java,106000.0,English,1000+,Startup,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
04/12/2019 14:45:10,31.0,Male,Berlin,Senior,Manager,10,Java,106000.0,English,1000+,Startup,Unlimited contract,"[30,40)","[10,20)","[100000,150000)"
04/12/2019 14:46:11,29.0,Female,Berlin,Middle,Product Manager,7,Not Relevant,67000.0,English,100-1000,Product,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
04/12/2019 14:51:04,33.0,Male,Munich,Senior,Data Scientist,11,Python,67500.0,English,50-100,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 14:51:22,,Male,Berlin,Senior,Data Scientist,6,Python,90000.0,German,100-1000,Product,Unlimited contract,Unknown,"[5,10)","[50000,100000)"
04/12/2019 14:56:16,31.0,Male,Stuttgart,Senior,Data Engineer,3,Python,20000.0,Other,1000+,Other,Temporary contract,"[30,40)",<5,"[20000,50000)"
04/12/2019 14:58:30,26.0,Male,Berlin,Middle,Machine Learning Engineer,3,Python,46000.0,English,10-50,Product,Temporary contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 15:01:17,33.0,Male,Berlin,Senior,Backend Developer,8,Python,75000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 15:02:22,29.0,Male,Berlin,Junior,Frontend Developer,1,Javascript / Typescript,67000.0,English,1000+,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 15:10:37,35.0,Female,Berlin,Senior,Data Scientist,10,Python,140000.0,English,100-1000,Startup,Unknown,"[30,40)","[10,20)","[100000,150000)"
04/12/2019 15:11:24,34.0,Male,Munich,Middle,Manager,7,Not Relevant,96000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 15:14:32,29.0,Female,Berlin,Middle,Frontend Developer,4,Javascript / Typescript,52000.0,English,1000+,Startup,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 15:15:47,22.0,Male,London,Senior,"CTO (CEO, CFO)",3,Not Relevant,45000.0,English,50-100,Startup,Unlimited contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 15:15:52,32.0,Male,Berlin,Senior,Data Engineer,12,AWS,80000.0,English,100-1000,Startup,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 15:17:38,32.0,Male,Nuremberg,Middle,Data Scientist,2,Python,50000.0,English,1000+,Consulting / Agency,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 15:23:26,31.0,Male,Munich,Senior,SRE,10,Azure,72000.0,German,100-1000,Consulting / Agency,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 15:24:29,29.0,Male,Hannover,Middle,Data Scientist,4,Python,60000.0,German,1000+,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 15:49:39,30.0,Male,Hamburg,Senior,Data Scientist,6,Python,68000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 15:56:52,30.0,Male,Berlin,Middle,Data Engineer,9,Python,68000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 16:00:51,29.0,Male,Berlin,Middle,Data Engineer,5,AWS,70000.0,English,100-1000,Startup,Unlimited contract,"[20,30)","[5,10)","[50000,100000)"
04/12/2019 16:02:43,30.0,Male,Berlin,Senior,Data Scientist,5,Python,85000.0,German,1000+,Unknown,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 16:08:48,43.0,Male,Hamburg,Senior,Software Architect,15,Java,54000.0,English,up to 10,Startup,Unlimited contract,"[40,50)","[10,20)","[50000,100000)"
04/12/2019 16:27:54,34.0,Male,Paris,Senior,Data Scientist,9,Python,75000.0,Other,10-50,Startup,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 16:33:24,38.0,Male,Berlin,Senior,NLP Engineer,4,Python,65000.0,English,100-1000,Startup,Unlimited contract,"[30,40)",<5,"[50000,100000)"
04/12/2019 16:33:28,26.0,Male,Stuttgart,Middle,Data Engineer,3,Python,67200.0,English,1000+,Product,Temporary contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 16:34:18,38.0,Male,Hannover,Senior,Data Scientist,5,R,79000.0,German,100-1000,Consulting / Agency,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 16:50:30,28.0,Female,London,Senior,Data Scientist,7,Python,120000.0,English,1000+,Consulting / Agency,Temporary contract,"[20,30)","[5,10)","[100000,150000)"
04/12/2019 16:50:32,30.0,Male,Berlin,Senior,"CTO (CEO, CFO)",11,Kotlin,75000.0,English,10-50,Startup,Temporary contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 17:13:51,34.0,Male,Cologne,Middle,Data Scientist,8,R,72000.0,English,1000+,Product,Temporary contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 17:17:22,,Male,Berlin,Senior,Data Scientist,8,Python,104000.0,English,100-1000,Product,Unlimited contract,Unknown,"[5,10)","[100000,150000)"
04/12/2019 17:17:26,29.0,Male,Berlin,Middle,Data Scientist,2,R,53000.0,Other,100-1000,Product,Unlimited contract,"[20,30)",<5,"[50000,100000)"
04/12/2019 17:57:35,26.0,Male,Berlin,Junior,Researcher,1,Python,40000.0,English,1000+,Other,Temporary contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 18:01:15,30.0,Male,Kyiv,Senior,DevOps,8,Azure,130000.0,English,1000+,Other,Unlimited contract,"[30,40)","[5,10)","[100000,150000)"
04/12/2019 18:05:07,28.0,Male,Berlin,Head,Software Architect,10,Not Relevant,110000.0,English,1000+,Product,Unlimited contract,"[20,30)","[10,20)","[100000,150000)"
04/12/2019 18:09:55,49.0,Male,Milan,Senior,Manager,24,Not Relevant,115000.0,Other,100-1000,Product,Temporary contract,"[40,50)","[20,30)","[100000,150000)"
04/12/2019 18:11:32,33.0,Male,Berlin,Senior,Machine Learning Engineer,11,Python,75000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 18:13:21,20.0,Male,Kyiv,Junior,Machine Learning Engineer,1,Python,14400.0,Other,10-50,Startup,Unlimited contract,"[20,30)",<5,<20000
04/12/2019 18:27:33,35.0,Male,Hamburg,Senior,Backend Developer,10,Java,62000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 18:27:49,26.0,Male,Odesa,Senior,Data Scientist,3,Python,45000.0,Other,100-1000,Other,Temporary contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 18:30:51,31.0,Male,Berlin,Senior,Data Engineer,6,Python,75000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 18:35:04,33.0,Female,Berlin,Junior,Researcher,8,Python,54000.0,English,1000+,Product,Temporary contract,"[30,40)","[5,10)","[50000,100000)"
04/12/2019 18:59:18,31.0,Male,Munich,Senior,Software Engineer,11,C/C++,95000.0,English,100-1000,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 19:01:34,,Male,Berlin,Lead,Data Scientist,10,Python,125000.0,English,1000+,Product,Unknown,Unknown,"[10,20)","[100000,150000)"
04/12/2019 19:11:17,28.0,Male,Paris,Middle,Fullstack Developer,3,Java,39400.0,Other,1000+,Consulting / Agency,Unlimited contract,"[20,30)",<5,"[20000,50000)"
04/12/2019 19:13:07,36.0,Male,Berlin,Senior,DevOps,15,AWS,75000.0,English,50-100,Startup,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 19:19:26,,Male,Hamburg,Junior,Backend Developer,18,Python,,English,1000+,Product,Unlimited contract,Unknown,"[10,20)",Unknown
04/12/2019 19:38:28,39.0,Male,Berlin,Senior,Data Engineer,10,Python,75000.0,English,1000+,Product,Unlimited contract,"[30,40)","[10,20)","[50000,100000)"
04/12/2019 19:56:40,27.0,Female,Düsseldorf,Junior,Data Scientist,1,R,45000.0,English,1000+,Product,Unlimited contract,"[20,30)",<5,"[20000,50000)"
